1970	1970-09-13	1	2816	LOVE STORY	Erich Segal
1970	1970-09-13	2	4911	THE CRYSTAL CAVE	Mary Stewart
1970	1970-09-13	3	2050	GREAT LION OF GOD	Taylor Caldwell
1970	1970-09-13	4	5206	THE FRENCH LIEUTENANT'S WOMAN	John Fowles
1970	1970-09-13	5	902	CALICO PALACE	Gwen Bristow
1970	1970-09-13	6	6241	THE SECRET WOMAN	Victoria Holt
1970	1970-09-13	7	1411	DELIVERANCE	James Dickey
1970	1970-09-13	8	5699	THE LORD WON'T MIND	Gordon Merrick
1970	1970-09-13	9	631	BECH: A BOOK	John Updike
1970	1970-09-13	10	2005	GOD IS AN ENGLISHMAN	R. F. Delderfield
1970	1970-09-20	1	2816	LOVE STORY	Erich Segal
1970	1970-09-20	2	4911	THE CRYSTAL CAVE	Mary Stewart
1970	1970-09-20	3	2050	GREAT LION OF GOD	Taylor Caldwell
1970	1970-09-20	4	6241	THE SECRET WOMAN	Victoria Holt
1970	1970-09-20	5	5206	THE FRENCH LIEUTENANT'S WOMAN	John Fowles
1970	1970-09-20	6	902	CALICO PALACE	Gwen Bristow
1970	1970-09-20	7	1411	DELIVERANCE	James Dickey
1970	1970-09-20	8	5699	THE LORD WON'T MIND	Gordon Merrick
